School ID	Course ID	Course Name	Departments	Term	Year	Level	Special Topic	Description	Syllabus	Text IDs	PreReqs	Concepts
105	PHYSICS 779	ADVANCED QUANTUM COMPUTING	PHYS	Spring	2020	GR	No	Explores applications of quantum theory to both the hardware and the software that underpin modern quantum information technology. Advanced quantum circuit theory: Clifford group and Gottesman-Knill theorem, Mathematica code. Decoherence: density matrices, probability distributions, T1 and T2. Advanced error correction: master equation, Kraus operators, fault tolerance, quantum tomography. Hardware: Trapped ions, Paul traps, sideband cooling, CZ and MS gates, neutral atoms, superconductors, quantum dots			Quantum Physics	physical implementation, quantum hardware, quantum information, quantum circuits, Clifford group, Gottesman-Knill theorem, Mathematica, decoherence, density matrices, error correction, fault tolerance, quantum tomography, ion traps, superconducting qubits, quantum dots
106	CMSC 410	Introduction to Quantum Computing	CS	Spring	2020	UG	No	Introduction to quantum information processing: state vectors and density operators, tensor product space, unitary evolution, no-go theorems, measurement, qubit, gate model of quantum computing, quantum complexity theory, quantum error correction, quantum algorithms, and quantum machine learning.			Algorithms, Linear Algebra	quantum information, density operators, no cloning theorem, quantum measurement, qubits, quantum gates, quantum computing, quantum complexity, error correction, quantum algorithms, quantum machine learning
107	PHYS 4254/5254	QUANTUM INFORMATION TECHNOLOGIES	PHYS	Spring	2020	UG, GR	No	Quantum computing and other quantum information technologies. Differences between bit and qubit. Quantum logic gates, concept of entanglement, quantum teleportation, quantum cryptography and key distribution, quantum computing algorithms, including Deutsch-Jozsa algorithm, Grover's search algorithm, Shor's factoring algorithm. Basics of public-key cryptosystems and number theory as needed to present Shor's algorithm. Errors in a quantum computer and quantum error correction.	http://www1.phys.vt.edu/~economou/teaching.html		Intro Physics, Linear Algebra	quantum computing, quantum information, qubits, quantum gates,entanglement, teleportation, quantum cryptography, quantum algorithms, Deutsch-Jozsa algorithm, Grover's algorithm, Shor's algorithm, error correction
108	PHYS 391/691	Quantum Computing	PHYS	Spring	2020	UG, GR	Yes					
109	E81 CSE 468T	Introduction to Quantum Computing	CS	Spring	2020	UG, GR	No	This course introduces students to quantum computing, which leverages the effects of quantum-mechanical phenomena to solve problems. The course begins with material from physics that demonstrates the presence of quantum effects. Mathematical abstractions of quantum gates are studied with the goal of developing the skills needed to reason about existing quantum circuits and to develop new quantum circuits as required to solve problems. Students will develop a quantum-computer simulator and make use of open simulators as well as actual devices that can realize quantum circuits on the internet			Linear algebra, Statistics, Algorithms	quantum computing, quantum mechanics, quantum gates, quantum circuits, quantum computers
109	E35 ESE 429	Basic Principles of Quantum Optics and Quantum Information	ENG	Fall	2020	UG	No	This course provides an accessible introduction to quantum optics and quantum engineering for undergraduate students. This course covers the following topics: Concept of photons, quantum mechanics for quantum optics, radiative transitions in atoms, lasers, photon statistics (photon counting, Sub-/Super-Poissionian photon statistics, bunching, anti-bunching, theory of photodetection, shot noise), entanglement, squeezed light, atom-photon interactions, cold atoms, atoms in cavities. The course will also provide an overview for quantum information processing: quantum computing, quantum cryptography, and teleportation	https://acadinfo.wustl.edu/syllabus/syllabus/201602/E/E35/429/01	32	Matrices, Calculus	quantum information, quantum optics, quantum engineering, quantum mechanics, entanglement, quantum computing, quantum cryptography, teleportation
110	PHY/MAT 6480	Introduction to Quantum Computing	PHYS, MATH	Fall	2020	GR	No	Serves as an introduction to quantum computing and brings together students with different backgrounds in mathematics, physics, chemistry, and computer science to foster interdisciplinary connections in the areas of quantum computing and quantum information. A strong background in linear algebra over the complex numbers as well as differential and integral calculus is required. Familiarity with quantum physics and complexity theory will be helpful, but it is not required.				quantum computing, quantum information
111	EE 610	Introduction to Quantum Computing	ENG			GR	No	Introduces the theory and practice of quantum computing. Topics covered include the basics of quantum mechanics, Dirac notation, quantum gates and circuits, entanglement, measurement, teleportation and algorithms			Linear Algebra	quantum computing, quantum mechanics, Dirac notation, quantum gates, quantum circuits, entanglement, quantum measurement, teleportation, quantum algorithms
111	MATH 640F	Quantum Computing	MATH			GR	Yes	Theory and mathematics of quantum mechanics as applied to problems in quantum information; simulations of physical implementations and coding.				quantum mechanics, quantum computing, quantum information, quantum simulation, physical implementation
112	CSCI 331	Quantum Computing I	CS			UG	No	This course is a basic introduction to quantum computing relying mainly on linear algebra. It includes a review of linear algebra as applied to quantum mechanics. The main concepts covered are qubits, quantum logic gates, and models of simple quantum computers. The models include those of Feynman, Benioff, and Deutsch and are used to create simulations of simple quantum computers.			Modern Physics, Linear Algebra	quantum computing, quantum mechanics, qubits, quantum gates, quantum computers
112	CSCI 332	Quantum Computing II	CS	Summer	2020	UG	No	This course is a continuation of CSCI 331. Topics covered include Shor's algorithm for factoring numbers, teleportation of quantum states, and quantum cryptography, including error-correcting codes and code-breaking.			Quantum Information	quantum computing, quantum algorithms, Shor's algorithm, teleportation, quantum states, quantum cryptography, error correction
